,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
num__Curricular units 2nd sem (grade),0.255060518033072,0.2236246080584228,-0.11650771577244642,0.1546613702421877,0.09405084228333827,0.03106153044870024,0.08807503764154397,0.11472591163748579,0.04462005206997671,-0.00023867067425337174,0.18826923381949967,-0.13714449560526462,-0.07919493742082909,-0.004592842040738732,0.010891484560417684,-0.01804489992423136,0.00714445437450506,0.01400892249240368,0.06100086668434651,-0.04426495306191383,0.07139666881316084,0.006581001430064563,0.057926016941774294,-0.06481147897854503,0.08117337354600067,0.01886344690068692,-0.03955443445995044,0.02520209878520102,-0.12347396225905019,0.13033882747452447,0.26927416659653475,-0.03933471129472403,-0.17417249020574296,0.09413356262745802,-0.010569901646745141,-0.0038594149121391895,0.0037219560812597613,0.03199582923249214,-0.026462844671544413,-0.010804259800329383,0.02954118207576764,-0.052556207063426306,-0.015035389419239962,0.013578529591269385,0.01426793705817983,-0.05556209315155074,0.033051886681414316,0.0005188526798976245,-0.00033927452662654844,-0.005330073364517199
num__Curricular units 2nd sem (without evaluations),0.016618139131111886,-0.19603584543574637,0.17196908419089765,0.42581789068660536,-0.048774024672932625,-0.10995218693421271,0.05314523339524769,0.090843455067256,0.06448612495395417,0.4252106121774681,-0.09304948414285769,0.03132494216705112,-0.060073371289332766,0.006193458299421695,-0.021726354572864426,-0.00641690530256301,-0.010459693249436908,-0.013451946591578862,-0.0013257972974284188,0.03215210162840801,-0.038614421928894735,-0.013440729064323104,0.004300684744035965,0.011068017613855168,0.0004826550590595405,-0.0007377795161476741,-0.001673135689913341,0.00576963331221016,-0.004682422415351856,0.04131376965518738,0.016241538344159395,-0.05391564919116881,0.00999359414131883,0.008474809179484885,-0.1042609468433288,0.25431184380141436,-0.03847413622774412,-0.12134173124000336,-0.0020385273878109718,-0.038064658760450246,-0.019180217542267054,0.011775184021832887,0.005690944334491075,-0.0009658681693720528,-0.004489821937153873,0.007807157212488928,-0.00011419438195753306,0.008896289144447317,0.004670114763100128,0.02384152223772713
num__Unemployment rate,0.01522683924849001,0.010160433685053026,0.0533179531925545,-0.014024506377153906,-0.09775201800153922,0.21532280606466214,0.5161291247376126,-0.3855188358106763,-0.30689562592531894,0.1942724734554468,0.021691025101913078,-0.22557359683727357,0.48512295754265494,0.14410005108209262,0.11210708679841015,-0.07676720949575697,0.0014848730609708094,0.035105260668128746,0.11387691694090944,-0.08333094590975504,0.0260327153129669,0.03058096832500392,-0.10592129810282444,-0.042349711444568755,0.01777989879195738,-0.07007174173547287,0.007151984933257246,-0.025796335994828855,0.029344831609087827,0.020585621306748667,0.007077691558509097,-0.010241384979872231,-0.0319737186604481,0.03222227717026534,0.03554935001734305,0.02465598416158612,-0.00695854659841641,0.002403276805218124,-0.006772766694009447,-0.02670244654754611,0.03945955841078501,-0.04993849867363098,-0.07826078545371266,-0.01930267808819479,0.03629465641533739,0.02277716265575173,0.008574615471993556,-0.01576156074948747,0.020888677844132415,-0.025563545028211586
num__Inflation rate,-0.002128441495541149,-0.022603608065004322,-0.009959848826599664,-0.08491461536789449,-0.01776646917670053,0.05476936076084204,0.053446408752762506,-0.16680148227663927,0.9138618478025591,0.06889933641175514,0.10219512247802831,-0.050357222222452896,0.3039147485089004,-0.011723523525434001,0.028485696301379843,-0.030122219253391095,0.03673583355100565,-0.011040803669442129,-0.019935480202919353,-0.03313557298859818,-0.006324438610330385,0.006805554642237838,0.003955708214944877,-0.03947298260648737,-0.005401109939646424,-0.016515194539387018,0.0015912387420352475,-0.011387960119961944,0.008246834390201928,0.002697278263108723,-0.01831268863980976,-0.005462514184530372,0.03605082083523861,-0.005595213879406646,-0.009625716318993421,-0.012279276964589431,-0.0009316690555946083,0.01352878654059169,0.009444957298093491,0.000578964604476151,-0.00012771438301210913,0.021089235985981898,0.015187169559942024,0.012736967228195503,0.0034079201668378543,0.0014231386362273286,-0.010798301294589606,0.002869907239776339,-0.006478610241920589,0.02136844955299705
num__GDP,0.006241040371223111,0.04275627063865785,-0.09973717651177,-0.06925386116236949,0.07112236667099156,-0.19907093349266436,-0.47387343702805634,0.42655813561482697,-0.12272754610001335,0.20303639352151603,0.09759309795715941,-0.10109805563968835,0.6221373607865051,0.16911311645065852,-0.026015951977783836,-0.02851782281614413,-0.04488384844817864,-0.032550758556155635,0.07386193360391044,-0.05668014180285354,-0.01655685256752139,-0.0027118753265001558,-0.08353878108077516,-0.008253542593609497,0.033485462387155725,-0.06632045831883918,0.05090023094471294,0.030628064977154836,0.032187895110490444,0.030744682380863426,0.009442225566846409,0.003529075984417699,-0.010016943398484138,0.005706388139893527,0.02159367163290859,0.006763403532813815,0.004342149412063193,0.006583688118925936,0.018259572933342186,-0.009255261518409136,0.024748385667184583,-0.028153655208210587,-0.02725503514881361,0.0015210240875188005,0.0372243601144368,0.010494719511073388,0.006304778417801402,-0.020766202474127235,-0.008051797371435729,-0.0010161246955537277
num__Approval ratio 1st sem,0.14696469999257303,0.37269573835357916,0.040397694982643305,0.08877852890409692,-0.1563267517184973,-0.11883969617207493,0.14867283519323535,0.1573472773729675,0.027763646867699165,-0.05846620433954336,-0.09104765789669433,-0.19508875157266897,-0.004207019799676137,0.005956708902246088,-0.014268373055569092,-0.02795326178843424,-0.03761827406624996,-0.007687290756721438,-0.013176652228439098,0.054088837857692834,-0.05998080686441918,-0.01985890543966412,0.023891501568665312,0.045199042813088064,-0.05535779248997408,0.005421480171554749,-0.013690581654994483,-0.06814651092201897,0.11123870937254535,-0.10910066231753776,-0.16463228017763262,0.03529620409694889,0.16079592459243583,-0.07136764207326238,-0.004346724025537674,0.03927351864017226,-0.010191831845969657,-0.029852817603303477,0.020343801374186083,-0.017019398231140168,0.00022420103542659942,0.06460314970241945,0.017881832767236497,0.004740096763372163,0.006941721102182757,0.1009415047340225,-0.051667932812149736,-0.010728989812910261,-0.0058344468119604295,0.0359150922998048
num__Approval ratio 2nd sem,0.14059308145260935,0.3883222208227043,0.026300597135590183,0.15647964351425098,0.1385732660752171,0.01867843161438546,0.1015909038103398,0.10237064624586759,0.029344862277470102,-0.04218180384652684,-0.1104210902380653,0.0589878407432147,0.06308158464934402,-0.10811256616869622,-0.022469010973438064,0.032707666221348,0.01082921742368518,0.061423640064309615,0.031002268192757747,-0.07819889610047004,0.02645219120171849,0.03320494063089588,-0.018373798702038688,0.018179467636875835,-0.07985270402482406,-0.04360444949484475,0.07299955710269859,0.03940345987140315,0.07594886714844767,-0.07466500806773335,-0.21004468644628277,0.027381620730922485,0.16621563085611207,-0.08532600808491818,0.012851348607063579,0.03587754754176674,0.016527988988139036,-0.060868067784323326,0.03276108186589331,0.011714976789398458,-0.04373343199632233,-0.007006430490353516,-0.011503894508457574,-0.0536687310036341,-0.034411181954245904,0.011937254398470026,0.00110554040919289,0.006643113082514224,0.011912628291344873,-0.018714958235562906
num__Without evaluation ratio 1st sem,-0.008661693630713509,-0.18980119938191115,0.12294469806289474,0.4145656557692853,0.02980100483555956,0.02196697855682614,-0.09120540946194175,-0.03775181241004269,-0.0037883750689447562,-0.4873929256549903,-0.016743339523320536,-0.1769790444046055,0.168669124643201,-0.003907775204958792,0.014090877827307419,0.007242029299140439,-0.018440549441680554,0.0214693866093186,0.022453235484753184,-0.05673482454676605,0.02638343717357031,0.006626311711917413,-0.02533270597929125,-0.03259293247888305,-0.0008648850512510686,0.013291856943697278,-0.01168353880204323,-0.05557054171149173,0.049470324599651685,-0.08476094904365501,-0.018430722606926506,0.09221614162835598,-0.027423864331795014,-0.014520214245481944,0.16435076296849488,-0.44878519927148874,0.09345383589736211,0.2567466403687807,-0.028149725545951625,0.08261676899582368,0.036970447613157736,-0.01912252123992802,0.022979661065961728,0.00983153845693208,0.005774353813255478,-0.006262323598292658,-0.020671491778270434,-0.02002245004706786,-0.023769643996119957,0.007499873614877004
num__Without evaluation ratio 2nd sem,-0.0019058568301025688,-0.19273291452406463,0.13097186171258685,0.41308640065938995,-0.05744421481045284,-0.10651465440456924,0.08499729596431767,0.11640869167493079,0.05460433027656135,0.4881114052359057,-0.08778697510654365,0.01188756160642529,-0.1052157122118551,-0.019689015172864033,-0.003239543276342821,0.0015302217860255277,0.0468118978027579,0.04118963527763547,0.023104858757584223,-0.05203245257101996,0.052488382549978424,0.009801005484238297,-0.041787830763080965,-0.01555814003524768,-0.012800824484571535,-0.001146670570584915,0.011947829516808173,0.052871547380825924,-0.0074671750195386966,-0.052409167097518465,-0.037298971341490836,0.08415280874299594,-0.004559666374603625,-0.04169547062922829,0.11966600241180997,-0.28655265392047213,0.029713328891231627,0.13265362157871696,0.002887079418244753,0.04989483723657459,0.014652075750388405,-0.005751825481637073,0.004741550902181799,0.00770244842703618,-0.013124522675327977,-0.011358531513722948,-0.007809713380064009,-0.009746843641777667,-0.005050070359417139,-0.016746768690824296
num__Grade change,0.024241463021295727,0.12847379915837773,-0.0054256596950071415,0.1169235792821314,0.5549807999583279,0.21411188504533207,-0.09969725811489939,-0.06657861727418368,0.012686631539954248,0.1404769409133181,0.33408042357967493,-0.42426827246400844,-0.23859458218180124,0.17641814189632005,0.043791847017706775,-0.06520445002629614,-0.01187148365599916,-0.07300885018338424,-0.042623591632181046,0.010542412625007193,0.012100165697777651,-0.007717803514520075,0.03714750484470086,-0.005291763069557587,0.000998940998461581,-0.01261520672778868,0.04672835249548209,0.056066786778181506,-0.0052899186464670095,-0.009094826005077593,0.022533017187816723,0.012066913300288307,0.006924999192764184,-0.002331180837270491,-0.005423130766990206,0.01926521626376488,-3.504503550712246e-05,-0.0009758318339311031,-0.0016459155783216427,0.0042607523904119315,0.0128825227133363,0.0014382907752461538,-0.012139075856288414,0.005491443512223762,0.010181356045316677,0.0061433358993331355,0.001994253279638869,-0.011404534924876489,0.010600611571034549,-0.0076593516295060966
num__Approved units change,-0.04771264825624325,0.1017877975790874,-0.1537437804013895,0.19995123759917982,0.47993964411412443,0.21960574486215081,-0.0035882060634812494,-0.09728834687182228,-0.04187223216041816,0.041208431096629035,-0.06463434251552128,0.573699211565739,0.21158979567702763,-0.18557403420103413,-0.021121622077103414,0.03222322298793634,0.03188437816172979,0.08318570465827918,0.03542527866006094,-0.03871505622734844,0.01700389728006607,0.02009134307302539,-0.021818124584167545,-0.01534375150268356,0.012278753607709587,0.008883447869969197,-0.08917754917787868,-0.08409543819955033,-3.328485961130723e-05,0.011353797295557468,-0.019695999335391186,-0.01619174383137026,-0.020802523980278306,0.010444102533261279,0.01082117646797913,-0.006301351204081804,-0.009293079037788837,-0.008691734153179101,-0.0028289377495826166,-0.019180552957072924,-0.0027476622319169038,-0.006328964859658403,0.01245963375474251,-0.005340232483155245,0.0024451301043463478,0.0014433004024904626,0.0021677223924856104,-0.004804818913962991,-0.006711255508465339,0.00679660377908378
num__missingindicator_Approval ratio 1st sem,-0.2445584562176335,0.2145570230640011,0.289882954317969,0.0022464623295421963,0.003874476732705559,-0.0689009433457969,0.03191801203558794,0.010514745452989166,0.008853759824879659,-0.010174946089995598,0.05904021948364935,0.07159933218884858,0.024639950733770243,0.03655831937721339,-0.02811426043977952,-0.032254018347142664,-0.009836011249467091,-0.03596117940513799,-0.008314470680558739,0.035212828665228374,-0.01821278067931928,-0.02130894634382699,0.03606937083155842,0.0005069638023039724,0.02147072823784745,0.007817086474646018,0.009925539242299969,0.024093677789953243,-0.019881747123801072,0.02516625784218363,0.06988868201765319,-0.006353871565932423,-0.06034555715162755,0.0222884423602153,-0.0028964918953541027,-0.019653532694843115,-0.0011403927489012367,0.01808647509554314,-0.007249517361403406,0.0044629263853158685,0.013398198597920574,-0.02540951434551314,0.005556628751994291,0.007982087151277387,0.011956500670148218,-0.030827016338824863,0.00845297560695464,0.003242033169700634,-0.005030489985066014,-0.003294207916959776
num__missingindicator_Approval ratio 2nd sem,-0.2445584562176335,0.2145570230640011,0.289882954317969,0.002246462329542196,0.0038744767327055585,-0.0689009433457969,0.03191801203558794,0.010514745452989166,0.008853759824879659,-0.010174946089995598,0.05904021948364934,0.07159933218884858,0.024639950733770247,0.03655831937721339,-0.028114260439779527,-0.03225401834714284,-0.00983601124946712,-0.03596117940513807,-0.008314470680558461,0.03521282866522835,-0.01821278067931953,-0.021308946343827045,0.03606937083155845,0.0005069638023038059,0.021470728237847625,0.007817086474646087,0.009925539242299525,0.024093677789953243,-0.019881747123800975,0.025166257842183522,0.06988868201765322,-0.006353871565932312,-0.06034555715162748,0.02228844236021557,-0.0028964918953540975,-0.019653532694843125,-0.0011403927489012644,0.018086475095543328,-0.007249517361403429,0.004462926385315993,0.013398198597920574,-0.0254095143455131,0.005556628751994357,0.007982087151277316,0.01195650067014831,-0.030827016338824544,0.008452975606954793,0.003242033169700495,-0.005030489985065792,-0.0032942079169597316
num__missingindicator_Without evaluation ratio 1st sem,-0.2445584562176335,0.2145570230640011,0.289882954317969,0.002246462329542196,0.0038744767327055585,-0.06890094334579688,0.03191801203558794,0.010514745452989166,0.008853759824879659,-0.010174946089995598,0.05904021948364934,0.07159933218884858,0.024639950733770247,0.0365583193772134,-0.028114260439779527,-0.03225401834714273,-0.009836011249467137,-0.03596117940513799,-0.008314470680558628,0.03521282866522851,-0.01821278067931928,-0.021308946343827136,0.03606937083155824,0.0005069638023037504,0.021470728237847694,0.007817086474646129,0.00992553924229974,0.024093677789953263,-0.019881747123800947,0.025166257842183543,0.06988868201765316,-0.00635387156593227,-0.06034555715162742,0.022288442360215335,-0.0028964918953539864,-0.019653532694843275,-0.0011403927489012644,0.018086475095543425,-0.0072495173614034476,0.004462926385315924,0.01339819859792065,-0.02540951434551318,0.005556628751994334,0.007982087151277382,0.011956500670148092,-0.03082701633882466,0.008452975606954682,0.003242033169700592,-0.005030489985066139,-0.0032942079169598504
